Name	Type	Latitude	Longitude	City	Country	
cult (superdry)	clothing store	55.8578763868	-4.2534255981	glasgow	united kingdom	
savers	cosmetics shop	55.8574334681	-4.2539778565		united kingdom	
burton	mens store	55.8570444846	-4.2538888927	glasgow	united kingdom	
mamas and papas	kids store	55.8571662903	-4.2539587021		united kingdom	
jnr station	kids store	55.857544	-4.253822		united kingdom	
quiz	womens store	55.857315246	-4.2540803599		united kingdom	
redas barbers	salon  barbershop	55.8576739244	-4.2532092006		united kingdom	
mrs sloans cake salon	tea room	55.85719	-4.253122	glasgow	united kingdom	
dz	clothing store	55.857102	-4.254147	glasgow	united kingdom	
thisispulp	clothing store	55.8571778826	-4.253565073	glasgow	united kingdom	
virgin money	bank	55.8573043369	-4.2535007	glasgow	united kingdom	
debenhams	department store	55.8577077835	-4.2522454262	glasgow	united kingdom	
hmv	music store	55.8577800422	-4.2520523071		united kingdom	
american candy co	candy store	55.8571019949	-4.2520598213		united kingdom	
footlocker	sporting goods shop	55.8579024491	-4.2529425917		united kingdom	
gap	clothing store	55.8578922556	-4.2529353865	glasgow	united kingdom	
warehouse	womens store	55.857701	-4.252703		united kingdom	
t-mobile argyle st	electronics store	55.8575897144	-4.2529107773	glasgow	united kingdom	
club milan	nightclub	55.8579109032	-4.2526170661	glasgow	united kingdom	
tk maxx	clothing store	55.857755956	-4.2511510849	glasgow	united kingdom	
topshop	womens store	55.857778	-4.251828	glasgow	united kingdom	
sportsdirect	sporting goods shop	55.8577860637	-4.2508935928	glasgow	united kingdom	
river island	clothing store	55.8576776757	-4.2507112026	glasgow	united kingdom	
whsmith	bookstore	55.8576731595	-4.2511993647	glasgow	united kingdom	
cairns	dive bar	55.85782943	-4.2511959628	glasgow	united kingdom	
superdrug	drugstore  pharmacy	55.857797171	-4.2509468794	glasgow	united kingdom	
monster worldwide	office	55.8575661882	-4.2518198303	glasgow	united kingdom	
jjb sports	sporting goods shop	55.8577195549	-4.2516890665	glasgow	united kingdom	
phones 4u	electronics store	55.8572537893	-4.2512895745	glasgow	united kingdom	
internacionale	clothing store	55.857677	-4.251134	glasgow	united kingdom	
istanbul hair stylists	salon  barbershop	55.8573684692	-4.2510147095		united kingdom	
chi yoga centre	gym  fitness center	55.8577100441	-4.2511603394		united kingdom	
illamasqua	cosmetics shop	55.857562	-4.251832	glasgow	united kingdom	
town		55.857581	-4.251714		united kingdom	
radcliffes	cosmetics shop	55.857724	-4.250875		united kingdom	
argyle street railway station (ags)	train station	55.85761746	-4.2505180836	glasgow	united kingdom	
marks  spencer	department store	55.8575873521	-4.2497134209	glasgow	united kingdom	
sainsburys local	grocery store	55.8575069051	-4.2495211449	glasgow	united kingdom	
ms cafe	coffee shop	55.8576816237	-4.2497761844		united kingdom	
monteith house	office	55.85724	-4.2505613	glasgow	united kingdom	
pull and bear olympian city	clothing store	55.857303	-4.250615	hong kong	united kingdom	
mcdonalds	fast food restaurant	55.8574910068	-4.2486190796	glasgow	united kingdom	
tesco express	grocery store	55.8573826179	-4.248790741	glasgow	united kingdom	
specsavers	optical shop	55.8574368124	-4.2492198944	glasgow	united kingdom	
jd sports	sporting goods shop	55.8575271363	-4.2487800121	glasgow	united kingdom	
263 bus	moving target	55.857421	-4.248763		united kingdom	
18 bus	bus line	55.8577317076	-4.2492713653	east kilbride	united kingdom	
62 bus	bus line	55.8573137181	-4.248668323		united kingdom	
barrhead travel	travel agency	55.8576627493	-4.2492169179	glasgow	united kingdom	
gmac	event space	55.8578129264	-4.2494765864	glasgow	united kingdom	
bus stop 60903710	bus station	55.857773	-4.249442		united kingdom	
kanaloa	cocktail bar	55.857837677	-4.2488641739		united kingdom	
specsavers hearing centre	optical shop	55.857797	-4.249251	glasgow	united kingdom	
limelight studios	event space	55.8578186035	-4.2485437393		united kingdom	
bus stop 6090106	bus line	55.857389	-4.248666		united kingdom	
newsbox	convenience store	55.857659	-4.24903	glasgow	united kingdom	
kollectables	bookstore	55.8573608398	-4.2492556572		united kingdom	
ben tanyas  martins	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
puma el rey was here  orientalbarkitchen	general entertainment	55.8577274	-4.2485931	hyderabad	united kingdom	
orange	mobile phone shop	55.857024	-4.249317	glasgow city	united kingdom	
shoe zone	shoe store	55.857529	-4.248885		united kingdom	
t j hughes	department store	55.8574064796	-4.2476336731		united kingdom	
abbey chemist	drugstore  pharmacy	55.8572964769	-4.2490915268		united kingdom	
greggs	bakery	55.8572019692	-4.2475891113	glasgow	united kingdom	
anitopia pets	pet store	55.8572140125	-4.247739315	glasgow	united kingdom	
strathclyde prayer room		55.8575230837	-4.2478090525	glasgow	united kingdom	
yolo frozen yogurt bar	frozen yogurt	55.8571929367	-4.2478278279	glasgow	united kingdom	
merchant hotel	hotel	55.857552	-4.2479043333		united kingdom	
khublai khans	mongolian restaurant	55.857841	-4.246096	glasgow	united kingdom	
britannia panopticon music hall	music venue	55.8570393846	-4.2469775677	glasgow	united kingdom	
sharmanka	arts  entertainment	55.8571727327	-4.2468562646	glasgow	united kingdom	
merchant pride		55.857651454	-4.2463910979		united kingdom	
ocean fish  chips	fish  chips shop	55.857118	-4.246194		united kingdom	
trattoria gia	italian restaurant	55.8570480884	-4.2463668801	glasgow	united kingdom	
th hughes		55.8570682215	-4.2469145947	glasgow	united kingdom	
mitchells	candy store	55.857274	-4.246492		united kingdom	
trongatecandleriggs 6090103	bus line	55.8574787568	-4.2461901532	glasgow	united kingdom	
merchant city news	newsstand	55.857217	-4.246304	glasgow	united kingdom	
urban pind	indian restaurant	55.857635	-4.246178	glasgow	united kingdom	
boteco do brasil	bar	55.8570815362	-4.2456579208	glasgow	united kingdom	
fraser suites	hotel	55.8572522811	-4.2450839928	glasgow	united kingdom	
cafe india	indian restaurant	55.857467	-4.244957	glasgow	united kingdom	
q-park candleriggs	parking	55.8574067044	-4.2450463772	glasgow	united kingdom	
spoon	diner	55.8570233252	-4.2450758985	glasgow	united kingdom	
record fayre	record shop	55.8570283856	-4.2453598237	glasgow	united kingdom	
debra	thrift  vintage store	55.8571297095	-4.2460227013	glasgow	united kingdom	
osbourne st bus stance		55.857044	-4.245183		united kingdom	
glasgow 2014 volunteer centre	government building	55.857567	-4.244722	glasgow	united kingdom	
brazen	jewelry store	55.857902	-4.244423	glasgow	united kingdom	
glasgow 2014 ltd offices	office	55.8575548307	-4.2448247341	glasgow	united kingdom	
the old ship bank	bar	55.8570899963	-4.2443871498		united kingdom	
commonwealth games volunteer centre	athletics  sports	55.857575	-4.244729		united kingdom	
commonwealth house	office	55.857467	-4.244582		united kingdom	
perfection bridal and menswear	bridal shop	55.8576957404	-4.2446386814	glasgow	united kingdom	
merchant express	indian restaurant	55.8577101564	-4.2447197389		united kingdom	
bus stop 6090102	bus station	55.8570500004	-4.2444171642		united kingdom	
day today store	shop  service	55.8570195188	-4.2447018389	glasgow	united kingdom	
tesco express	grocery store	55.8575512227	-4.2427396774	glasgow	united kingdom	
central market	deli  bodega	55.8579067629	-4.2435645861	glasgow	united kingdom	
subway	sandwich place	55.8570574496	-4.2431473732	glasgow	united kingdom	
wishbones	fast food restaurant	55.857053	-4.243226		united kingdom	
zorba	mediterranean restaurant	55.857082	-4.243221	glasgow	united kingdom	
chilli thrill	fast food restaurant	55.857151	-4.243146	glasgow	united kingdom	
cupcake glasgow	cupcake shop	55.8578744125	-4.2434867056	merchant city	united kingdom	
panoptican	theater	55.857259722	-4.2429123531		united kingdom	
clydeside press		55.857274	-4.242945		united kingdom	
elbows cafe	caf?	55.857099	-4.243175	glasgow	united kingdom	
glasgow sport sports development trongate.	office	55.857152	-4.243536	glasgow	united kingdom	
flat 42	home (private)	55.8572624224	-4.2435447177		united kingdom	
home	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
high street apartment 602	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
the house that jack built	home (private)	55.8572624224	-4.2435447177		united kingdom	
city car club vehicle	rental car location	55.8578041284	-4.2431688309	glasgow	united kingdom	
winns flat	home (private)	55.8572624224	-4.2435447177		united kingdom	
moviecom.tv		55.8576355247	-4.2432975769	glasgow	united kingdom	
geeks residence	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
clinique counter	cosmetics shop	55.8574053	-4.2429347	st peter port	united kingdom	
storkup hq	tech startup	55.857706	-4.242135		united kingdom	
bite		55.85778	-4.241776		united kingdom	
glasgow 2014	building	55.8576183738	-4.2422907949	glasgow	united kingdom	
29studios	office	55.8574187476	-4.2423963547	glasgow	united kingdom	
mcchuills	bar	55.8577993076	-4.2423984596	glasgow	united kingdom	
merchant soul	design studio	55.85715804	-4.2425322132	glasgow	united kingdom	
flat fs	home (private)	55.8572624224	-4.2435447177		united kingdom	
argos	department store	55.857809	-4.242511		united kingdom	
castle greyskull	temple	55.8571472168	-4.2419962883	glasgow	united kingdom	
bite a global marketing services agency	office	55.857695	-4.241736		united kingdom	
cargo - ecommerce glasgow	office	55.857306126	-4.2421975618		united kingdom	
bourne	office	55.857567	-4.242448	glasgow	united kingdom	
croftfoot railway station (cff)	train station	55.857809	-4.242511	glasgow	united kingdom	
blackad	office	55.8570935796	-4.2421388626	glasgow	united kingdom	
sasha flat	home (private)	55.8572624224	-4.2435447177		united kingdom	
duncans	residential building (apartment  condo)	55.8570213196	-4.2404866219	glasgow	united kingdom	
parsonage square	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
153 bell street	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
the b hive	strip club	55.8571243286	-4.2409272194		united kingdom	
black cherry	grocery store	55.85729396	-4.2404693	glasgow	united kingdom	
the b hive	strip club	55.8570404053	-4.2409386635		united kingdom	
my old flat	home (private)	55.8572624224	-4.2435447177	glasgow	united kingdom	
the house	home (private)	55.8572624224	-4.2435447177		united kingdom	
10 charlotte street	road	55.857174	-4.241008	glasgow city	united kingdom	
the old burnt barns	bar	55.85789	-4.23933		united kingdom	
isadon car wash	car wash	55.8570799169	-4.2399154651		united kingdom	
my flat	home (private)	55.8572624224	-4.2435447177		united kingdom	
papas curry house	indian restaurant	55.8572883606	-4.2385735512		united kingdom	
craigs pad	home (private)	55.8572624224	-4.2435447177		united kingdom	
ivs	home (private)	55.8572624224	-4.2435447177		united kingdom	
syt		55.857473	-4.22906	glasgow	united kingdom	
finnieston crane	scenic lookout	55.858657059	-4.28613819	glasgow	united kingdom	
hard rock cafe munich germany	american restaurant	55.8584296223	-4.2862973465		united kingdom	
north rotunda	building	55.8585253508	-4.2832339109		united kingdom	
yen teppanyaki  oriental restaurant	asian restaurant	55.8582676085	-4.2829539258	glasgow	united kingdom	
la rotunda	italian restaurant	55.858611007	-4.2823290825	glasgow	united kingdom	
campanille tunnel st	hotel bar	55.858177	-4.282549		united kingdom	
lancefield quay apartments	residential building (apartment  condo)	55.8580149676	-4.2815511409	glasgow	united kingdom	
club 179	gym	55.857984	-4.281379	glasgow	united kingdom	
lancefield quay apartments	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
city cafe		55.858342	-4.280652		united kingdom	
ats	automotive shop	55.858323	-4.280671	glasgow	united kingdom	
elliot street	home (private)	55.8562446748	-4.2729701742	glasgow	united kingdom	
kewndawg		55.858122	-4.278645		united kingdom	
glasgow city antiques	antique shop	55.8583292983	-4.2765030761	glasgow	united kingdom	
awl alfa	food  drink shop	55.8584390735	-4.2769471074	glasgow	united kingdom	
clydeside antiquesglasgow	antique shop	55.8583202035	-4.2759813155		united kingdom	
hertz	rental car location	55.8584234712	-4.2741046669	glasgow	united kingdom	
nhs education for scotland	office	55.8585267071	-4.273853302	glasgow	united kingdom	
granite services	office	55.8583946228	-4.2742834091		united kingdom	
acca	office	55.858339005	-4.2736033982	glasgow	united kingdom	
sainsburys local	grocery store	55.8583106995	-4.2719736099	glasgow	united kingdom	
templeton green	office	55.858391	-4.270448	glasgow	united kingdom	
under the kingston bridge	bridge	55.8586230499	-4.2702913284	glasgow	united kingdom	
prestwick international airport railway station (pra)	train station	55.8587394178	-4.26945129	south ayrshire	united kingdom	
m8 junction 19	road	55.8581837867	-4.2703448065		united kingdom	
massage by jane	spa  massage	55.85827289	-4.2697851	glasgow	united kingdom	
bizspace	building	55.8585989642	-4.269990921	glasgow	united kingdom	
pentagon business centre	conference room	55.8581621191	-4.2690975614	glasgow	united kingdom	
academy class	college classroom	55.858394	-4.268189		united kingdom	
the hub  stv central	caf?	55.85825685	-4.26861425	glasgow	united kingdom	
autoporto car park	general travel	55.857949	-4.267571		united kingdom	
square circle hr	professional  other places	55.857948	-4.267231	glasgow	united kingdom	
davey patersons pad	home (private)	55.8567544809	-4.2582560533		united kingdom	
the loft creative studios	office	55.8584481	-4.2652829	glasgow	united kingdom	
barclays call centre	office	55.858161	-4.264958		united kingdom	
el castel durie	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
ho wong	chinese restaurant	55.8582249706	-4.2629003024		united kingdom	
home	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
bdo	office	55.858205	-4.262854		united kingdom	
wills gaff	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
blue couch  the flat	home (private)	55.8567544809	-4.2582560533		united kingdom	
alexander thomson hotel glasgow	hotel	55.858806217	-4.2613976679	glasgow	united kingdom	
thai orchid	thai restaurant	55.8587314352	-4.2615151405	glasgow	united kingdom	
pole physique	dance studio	55.8588165041	-4.2611256685	glasgow	united kingdom	
jules	sandwich place	55.8586836226	-4.2621413365	glasgow	united kingdom	
collage resturant	restaurant	55.8584347752	-4.2617842323		united kingdom	
radisson blu hotel glasgow	hotel	55.8583942353	-4.2603349686	glasgow	united kingdom	
work	building	55.8586342183	-4.2601399525	glasgow	united kingdom	
waterloo	bar	55.858765	-4.260897	glasgow	united kingdom	
the atrium radisson blu	hotel bar	55.8585118084	-4.2607084096		united kingdom	
bus stop 609044	bus line	55.8586550977	-4.2601674343		united kingdom	
learning teaching scotland	office	55.858012	-4.261051		united kingdom	
room 248 radisson blu	resort	55.8585000434	-4.2602733179		united kingdom	
quarter gill	pub	55.8586627152	-4.2608746124	glasgow	united kingdom	
the atrium	office	55.8586057115	-4.2606803877	glasgow	united kingdom	
the wifes house	home (private)	55.8567544809	-4.2582560533		united kingdom	
the optima	office	55.8582135429	-4.2610113092		united kingdom	
silks  secrets	lingerie store	55.858711	-4.260652	glasgow	united kingdom	
allied healthcare		55.858682	-4.260148	glasgow	united kingdom	
direct line	office	55.858656	-4.260627	glasgow	united kingdom	
westergate	office	55.85843	-4.260442	glasgow	united kingdom	
the sir john moore (wetherspoon)	pub	55.858723787	-4.2598756362	glasgow	united kingdom	
platform 17	platform	55.8583942353	-4.2589187622	glasgow	united kingdom	
la fitness	gym	55.8585267071	-4.2596054077	glasgow	united kingdom	
platform 15	platform	55.8582617631	-4.2588329315	glasgow	united kingdom	
collage corner bar	cocktail bar	55.8585146642	-4.2599272728	glasgow	united kingdom	
glasgow central (glc) to neilston (nei) train	train	55.858743478	-4.2589187622	glasgow	united kingdom	
sunset beach	tanning salon	55.8585365293	-4.2593761168	glasgow	united kingdom	
barrhead travel	miscellaneous shop	55.8584940434	-4.2598468065	glasgow	united kingdom	
room 315radisson hotel	hotel	55.858422	-4.259607		united kingdom	
smarts barbers	miscellaneous shop	55.8585413906	-4.2595502813		united kingdom	
denholms bar	bar	55.8586629397	-4.2588690062	glasgow	united kingdom	
mcgills number 26 bus	bus line	55.8585339518	-4.2594129113	glasgow	united kingdom	
hope  argyle coffee house	coffee shop	55.858294	-4.259526	glasgow	united kingdom	
caffe lombrellone	italian restaurant	55.85850126	-4.2593603022		united kingdom	
saporro	japanese restaurant	55.8583377811	-4.2591419704		united kingdom	
glasgow central to durham	train	55.858669281	-4.2588834763		united kingdom	
home	home (private)	55.8567544809	-4.2582560533		united kingdom	
drummond miller	office	55.858667	-4.259466		united kingdom	
carfone repair centre	miscellaneous shop	55.858411	-4.259561	glasgow	united kingdom	
viceroy	bar	55.858442	-4.258931		united kingdom	
clinique counter	cosmetics shop	55.8585979	-4.2595826	glasgow	united kingdom	
john brown hairdressing		55.858409	-4.25953	glasgow	united kingdom	
inside out xl	nightclub	55.8585026213	-4.2592406273	glasgow	united kingdom	
platform 11	platform	55.858058827	-4.2586447267	glasgow	united kingdom	
platform 12	platform	55.8588028012	-4.2586024541	glasgow	united kingdom	
platform 9	platform	55.8587215123	-4.2581749279	glasgow	united kingdom	
the arches	music venue	55.8584544498	-4.2587685585	glasgow	united kingdom	
platform 13	platform	55.8581895053	-4.2586398125	glasgow	united kingdom	
lola  livvys	coffee shop	55.8584785356	-4.2578887939	glasgow	united kingdom	
platform 14	platform	55.8584303052	-4.2587253164	glasgow	united kingdom	
hielanmans umbrella	road	55.858430364	-4.258275032	glasgow	united kingdom	
blue lagoon	fish  chips shop	55.8584544498	-4.2582321167	glasgow	united kingdom	
the penguincubator - glasgow central	bookstore	55.8585146642	-4.2581892014	glasgow	united kingdom	
beauty in the city	cosmetics shop	55.858513	-4.258193	glasgow	united kingdom	
greggs	bakery	55.8584664927	-4.2584252357	glasgow	united kingdom	
glasgow central to penzance 1100 via sheffield	train	55.8582889399	-4.2580360606		united kingdom	
bus stop 609031	bus station	55.8587646239	-4.2582101534	glasgow	united kingdom	
first glasgow 54 bus route	moving target	55.8586959839	-4.2583274841		united kingdom	
glasgow weihnachtsmarkt	market	55.8585778709	-4.2586530879	glasgow	united kingdom	
coopers bar	bar	55.8583963552	-4.2583928145	glasgow	united kingdom	
glasgow central (glc) to kilmarnock (kmk) train	train	55.8587054675	-4.258268982	glasgow	united kingdom	
the gituar store	music store	55.8587760925	-4.258081913		united kingdom	
scrummy yummy pizza	pizza place	55.8584062782	-4.2582321167	glasgow	united kingdom	
speedy dental repairs	dentists office	55.8582772079	-4.2585326477	glasgow	united kingdom	
nokia care	electronics store	55.8585146642	-4.258210659	glasgow	united kingdom	
baillieston dentist	dentists office	55.8583587102	-4.2583795559		united kingdom	
focus skateboard store glasgow	board shop	55.8584339663	-4.2579730111	glasgow	united kingdom	
ardrossan harbor train	train	55.858430364	-4.2584037781	glasgow	united kingdom	
mercantile chambers		55.858474	-4.258604	glasgow	united kingdom	
rockers		55.858061	-4.258603	glasgow	united kingdom	
karen millen  house of fraser	womens store	55.858627994	-4.2581481999	glasgow	united kingdom	
mcdonalds	fast food restaurant	55.8582376772	-4.2568802834	glasgow	united kingdom	
kfc	fried chicken joint	55.8583821924	-4.2567193508	glasgow	united kingdom	
cathouse	nightclub	55.8584544498	-4.2568910122	glasgow	united kingdom	
fopp	music store	55.8587675636	-4.256708622	glasgow	united kingdom	
pizza hut	pizza place	55.8583581066	-4.256901741	glasgow	united kingdom	
noodle stop	asian restaurant	55.8583523297	-4.2568325749	glasgow	united kingdom	
poundland	miscellaneous shop	55.8580690754	-4.2565155029	glasgow	united kingdom	
waterstones	bookstore	55.8584025915	-4.256727659	glasgow	united kingdom	
size	sporting goods shop	55.8587331073	-4.2566266093		united kingdom	
cafe w	caf?	55.8583460636	-4.256837368	glasgow	united kingdom	
tickets scotland	general entertainment	55.8584062782	-4.2574167252	glasgow	united kingdom	
the grant arms	pub	55.858301	-4.257009	glasgow	united kingdom	
chopstix	chinese restaurant	55.8583129456	-4.256901741	glasgow	united kingdom	
jamaica st	road	55.8581727463	-4.2568281261		united kingdom	
argyle street jamaica street	bus station	55.8580023458	-4.2570546627		united kingdom	
ryman		55.8585309711	-4.2571963341	glasgow	united kingdom	
british heart foundation		55.8585387499	-4.2567783594	glasgow	united kingdom	
bus stop (union st.)	bus line	55.858724	-4.256814		united kingdom	
sloans ballroom		55.8581481	-4.2567418	glasgow	united kingdom	
forward fitness	athletics  sports	55.8580700793	-4.2575964339		united kingdom	
boots optician	medical center	55.85854895	-4.2567379557	glasgow	united kingdom	
bus stop 60903543	bus line	55.858338	-4.257309		united kingdom	
reload	video game store	55.8586953068	-4.2568588257		united kingdom	
skint alterations	laundry service	55.858814	-4.256495	glasgow	united kingdom	
argyle st	plaza	55.8581654194	-4.2554855347	glasgow	united kingdom	
the gym glasgow	gym  fitness center	55.8580690754	-4.2563867569	glasgow	united kingdom	
the celtic collection	sporting goods shop	55.8583012314	-4.2557913644	glasgow	united kingdom	
subway	sandwich place	55.8582135913	-4.2555713654	glasgow	united kingdom	
timpson	hardware store	55.8582497201	-4.2555069923	glasgow	united kingdom	
g-star store glasgow	clothing store	55.8583219778	-4.2563223839	glasgow	united kingdom	
bifteki		55.8583550172	-4.2553376538		united kingdom	
priceless shoes	shoe store	55.8583008834	-4.2553289826	glasgow	united kingdom	
love records	music store	55.858345	-4.255982		united kingdom	
cardland	gift shop	55.8583323	-4.2556123	glasgow	united kingdom	
52 st enoch square	miscellaneous shop	55.858256	-4.256285		united kingdom	
house of fraser	department store	55.8584062782	-4.2549705505	glasgow	united kingdom	
zara	clothing store	55.85844	-4.254728	glasgow	united kingdom	
hsbc	bank	55.8582075698	-4.2548847198	glasgow	united kingdom	
schuh	shoe store	55.8581666585	-4.2542670965	glasgow	united kingdom	
footasylum	department store	55.8582691429	-4.2545645063		united kingdom	
bank of scotland	bank	55.8580570324	-4.2550778389	glasgow	united kingdom	
dog digital	office	55.8585748785	-4.2543911934	glasgow	united kingdom	
nike	sporting goods shop	55.85872973	-4.2547232912	glasgow	united kingdom	
remnant kings	arts  crafts store	55.8582262841	-4.2546524476	glasgow	united kingdom	
wallis argyle st		55.8581947969	-4.2546045095	glasgow	united kingdom	
ann summers	lingerie store	55.8581159263	-4.2546304023	glasgow	united kingdom	
o2	mobile phone shop	55.8581654194	-4.254283905	glasgow	united kingdom	
prada	boutique	55.8584521084	-4.2552229633	glasgow	united kingdom	
santander	bank	55.8582497201	-4.2548418045	glasgow	united kingdom	
arria bar		55.858425	-4.25423	glasgow	united kingdom	
claires	jewelry store	55.8581614749	-4.2551210126	glasgow	united kingdom	
renfield street 94	bus line	55.858264	-4.254629		united kingdom	
parchment	gift shop	55.8580765988	-4.2545863182	glasgow	united kingdom	
armani	cosmetics shop	55.858148	-4.254942	glasgow	united kingdom	
enable scotland national office	office	55.858615	-4.25474	glasgow	united kingdom	
ramsdens	jewelry store	55.8584394	-4.2552862		united kingdom	
sky palace	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
curves gym	gym  fitness center	55.858121	-4.254168	glasgow	united kingdom	
bodyline tattoo studio	tattoo parlor	55.857981	-4.254879	glasgow	united kingdom	
bleep purple	general entertainment	55.8582497201	-4.2543536425	glasgow	united kingdom	
cardross street		55.858393	-4.25423	glasgow	united kingdom	
clinique counter	cosmetics shop	55.8586338	-4.2547842	glasgow	united kingdom	
sloans	pub	55.858363	-4.253814	glasgow	united kingdom	
the 3 store	electronics store	55.85803927	-4.253728	glasgow	united kingdom	
argyle arcade	jewelry store	55.8583340207	-4.2538118362	glasgow	united kingdom	
superdry outlet	clothing store	55.8579722948	-4.2539688689		united kingdom	
sloans market	market	55.8584419118	-4.2537611557	glasgow	united kingdom	
g-star raw	mens store	55.858113	-4.25358		united kingdom	
clarks	shoe store	55.8580570324	-4.2538118362	glasgow scotland	united kingdom	
chisholm hunter	jewelry store	55.8585748785	-4.2538332939	glasgow	united kingdom	
hybrid academy of martial arts	martial arts dojo	55.8583489331	-4.2534653386		united kingdom	
evans	clothing store	55.858103457	-4.2539733227	glasgow	united kingdom	
carphone warehouse	mobile phone shop	55.8579907958	-4.2530179024	glasgow	united kingdom	
greggs	bakery	55.8580209034	-4.2535007	glasgow	united kingdom	
talal alenezi flat	home (private)	55.8567544809	-4.2582560533	glasgow	united kingdom	
rox	jewelry store	55.8586712212	-4.2537903786	glasgow	united kingdom	
bernstones	jewelry store	55.8585472107	-4.2539830208		united kingdom	
sizzling pubs	pub	55.8585299214	-4.253899241	bishopton	united kingdom	
al-shattis apartment	home (private)	55.8567544809	-4.2582560533		united kingdom	
hanins flat	home (private)	55.8567544809	-4.2582560533		united kingdom	
antwerp diamond company	jewelry store	55.858474747	-4.2539390177		united kingdom	
bottles 2 clocks	miscellaneous shop	55.8585822574	-4.2541078249	glasgow	united kingdom	
accessorize	accessories store	55.85804	-4.25375514	glasgow	united kingdom	
vodafone	mobile phone shop	55.8580648899	-4.2538923025	glasgow	united kingdom	
barclays diamonds	jewelry store	55.8585171561	-4.2537960652	glasgow	united kingdom	
soundpuddle hq	tech startup	55.8585584164	-4.25382687		united kingdom	
jjb rangers	sporting goods shop	55.8579366021	-4.2538279295	glasgow	united kingdom	
candy n shake	candy store	55.85801839	-4.25364125		united kingdom	
capital hair  beauty	salon  barbershop	55.857993	-4.253671		united kingdom	
bus stop 609049	bus line	55.857972	-4.253798		united kingdom	
my home	home (private)	55.8567544809	-4.2582560533		united kingdom	
my home 	home (private)	55.8567544809	-4.2582560533		united kingdom	
my home	home (private)	55.8567544809	-4.2582560533		united kingdom	
my home	home (private)	55.8567544809	-4.2582560533		united kingdom	
my home	home (private)	55.8567544809	-4.2582560533		united kingdom	
geek squad mobile phone repair hub	mobile phone shop	55.85825	-4.25312	glasgow	united kingdom	
my home	home (private)	55.8567544809	-4.2582560533		united kingdom	
my home	home (private)	55.8567544809	-4.2582560533		united kingdom	
my home 	home (private)	55.8567544809	-4.2582560533		united kingdom	
my home	home (private)	55.8567544809	-4.2582560533		united kingdom	
jeddah		55.85846	-4.253613		united kingdom	
diesel - house of fraser	clothing store	55.8582677846	-4.2535114288	glasgow	united kingdom	
primark	clothing store	55.8579606882	-4.2522883415	glasgow	united kingdom	
barclays	bank	55.8579301945	-4.2523389963	glasgow	united kingdom	
strata	bar	55.8587208455	-4.2522944953	glasgow	united kingdom	
next	clothing store	55.8579546667	-4.2524278164	glasgow	united kingdom	
topman	mens store	55.8580089474	-4.2525914585	glasgow	united kingdom	
75 bus	bus line	55.8585129921	-4.2533703804	glasgow	united kingdom	
cult clothing	boutique	55.857973	-4.252409	glasgow	united kingdom	
paid on results ltd.	office	55.858354	-4.252447	glasgow	united kingdom	
5pm.co.uk	office	55.858669	-4.252397	glasgow	united kingdom	
holland  barrett	health food store	55.8582229614	-4.2523527145		united kingdom	
tam shepherds	miscellaneous shop	55.858606	-4.252365	glasgow	united kingdom	
blackbaud europe ltd	office	55.8587183644	-4.2523630076	glasgow	united kingdom	
centrum offices	building	55.8587991148	-4.2520174294		united kingdom	
independent bar  kitchen	bar	55.8587322347	-4.2525028272		united kingdom	
foot locker	shoe store	55.858308	-4.252575	glasgow	united kingdom	
zebra cafe	caf?	55.8587166727	-4.2522749285		united kingdom	
indnt	bar	55.858624	-4.25227		united kingdom	
cqs	coffee shop	55.858647	-4.252424	glasgow	united kingdom	
muse bar	cocktail bar	55.858678	-4.252426	glasgow	united kingdom	
sugarcube nightclub	nightclub	55.858505	-4.2527	glasgow	united kingdom	
americandy	candy store	55.858427	-4.252252	glasgow	united kingdom	
demonicas	gay bar	55.8585357666	-4.2520771027		united kingdom	
new kismet	asian restaurant	55.8579856139	-4.2521651357		united kingdom	
ico ico creative	design studio	55.8586721696	-4.252145005	glasgow	united kingdom	
70 queen street	home (private)	55.8567544809	-4.2582560533		united kingdom	
the studio	building	55.8584933455	-4.2527520516	glasgow	united kingdom	
roca	bar	55.858699	-4.252849		united kingdom	
the streat	caf?	55.85816	-4.252855	glasgow	united kingdom	
tattoo nightclub		55.858782	-4.252393	glasgow	united kingdom	
brutti compadres	mediterranean restaurant	55.8587975699	-4.2507203821		united kingdom	
clarins skin spa at debenhams	spa  massage	55.8583828664	-4.2514997919		united kingdom	
gift world	gift shop	55.8580160833	-4.2514404574	glasgow	united kingdom	
giftworks	gift shop	55.85810766	-4.25088943	glasgow	united kingdom	
sarahs room	home (private)	55.8567544809	-4.2582560533		united kingdom	
